variables,type,units,values,description
rotorse.rs.brs.layer_thickness,input,m,"[[0.001      0.001      0.001      0.001      0.001      0.001
  0.001      0.001      0.001      0.001      0.001      0.001
  0.001      0.001      0.001      0.001      0.001      0.001
  0.001      0.001      0.001      0.001      0.001      0.001
  0.001      0.001      0.001      0.001      0.001      0.001     ]
 [0.05       0.04082222 0.03227314 0.02414597 0.01570557 0.0087801
  0.00479636 0.00312972 0.00228269 0.00203697 0.00200075 0.00200004
  0.002      0.002      0.002      0.002      0.002      0.002
  0.002      0.002      0.002      0.002      0.002      0.002
  0.0017995  0.00131595 0.00104388 0.00100193 0.001      0.001     ]
 [0.0001     0.00441988 0.01509082 0.03038211 0.04744079 0.06353773
  0.07594814 0.08316375 0.08936991 0.0944703  0.09767621 0.09829738
  0.09732817 0.09510225 0.09225053 0.08925817 0.08634924 0.08326352
  0.07969893 0.07545926 0.06996617 0.06112109 0.04860983 0.03553265
  0.02471021 0.01776949 0.01195955 0.00695429 0.00332756 0.001     ]
 [0.0001     0.00441988 0.01509082 0.03038211 0.04744079 0.06353773
  0.07594814 0.08316375 0.08936991 0.0944703  0.09767621 0.09829738
  0.09732817 0.09510225 0.09225053 0.08925817 0.08634924 0.08326352
  0.07969893 0.07545926 0.06996617 0.06112109 0.04860983 0.03553265
  0.02471021 0.01776949 0.01195955 0.00695429 0.00332756 0.001     ]
 [0.         0.         0.         0.00299682 0.00294581 0.00289655
  0.00284729 0.00279803 0.00274877 0.00269951 0.00265025 0.00260099
  0.00255172 0.00250246 0.0024532  0.00240394 0.00235468 0.00230542
  0.00225616 0.0022069  0.00215764 0.00210837 0.00205911 0.00201276
  0.         0.         0.         0.         0.         0.        ]
 [0.         0.         0.00479173 0.014413   0.02704746 0.0304599
  0.03       0.03       0.03       0.03       0.03       0.03
  0.03       0.03       0.03       0.03       0.02977162 0.02271292
  0.01506313 0.00770197 0.00463488 0.00310578 0.00200401 0.00026361
  0.         0.         0.         0.         0.         0.        ]
 [0.         0.         0.00479173 0.014413   0.02704746 0.0304599
  0.03       0.03       0.03       0.03       0.03       0.03
  0.03       0.03       0.03       0.03       0.02977162 0.02271292
  0.01506313 0.00770197 0.00463488 0.00310578 0.00200401 0.00026361
  0.         0.         0.         0.         0.         0.        ]
 [0.         0.         0.         0.05982492 0.0570197  0.05431034
  0.05160099 0.04889163 0.04618227 0.04347291 0.04076355 0.03805419
  0.03534483 0.03263547 0.02992611 0.02721675 0.02450739 0.02179803
  0.01908867 0.01637931 0.01366995 0.01096059 0.00825123 0.00563011
  0.         0.         0.         0.         0.         0.        ]
 [0.         0.         0.         0.05982492 0.0570197  0.05431034
  0.05160099 0.04889163 0.04618227 0.04347291 0.04076355 0.03805419
  0.03534483 0.03263547 0.02992611 0.02721675 0.02450739 0.02179803
  0.01908867 0.01637931 0.01366995 0.01096059 0.00825123 0.00563011
  0.         0.         0.         0.         0.         0.        ]
 [0.         0.         0.         0.05982492 0.0570197  0.05431034
  0.05160099 0.04889163 0.04618227 0.04347291 0.04076355 0.03805419
  0.03534483 0.03263547 0.02992611 0.02721675 0.02450739 0.02179803
  0.01908867 0.01637931 0.01366995 0.01096059 0.00825123 0.00563011
  0.         0.         0.         0.         0.         0.        ]
 [0.         0.         0.         0.05982492 0.0570197  0.05431034
  0.05160099 0.04889163 0.04618227 0.04347291 0.04076355 0.03805419
  0.03534483 0.03263547 0.02992611 0.02721675 0.02450739 0.02179803
  0.01908867 0.01637931 0.01366995 0.01096059 0.00825123 0.00563011
  0.         0.         0.         0.         0.         0.        ]
 [0.05       0.04082222 0.03227314 0.02414597 0.01570557 0.0087801
  0.00479636 0.00312972 0.00228269 0.00203697 0.00200075 0.00200004
  0.002      0.002      0.002      0.002      0.002      0.002
  0.002      0.002      0.002      0.002      0.002      0.002
  0.0017995  0.00131595 0.00104388 0.00100193 0.001      0.001     ]
 [0.         0.         0.         0.00199607 0.00193306 0.00187221
  0.00181136 0.00175051 0.00168966 0.0016288  0.00156795 0.0015071
  0.00144625 0.0013854  0.00132454 0.00126369 0.00120284 0.00114199
  0.00108114 0.00102028 0.00095943 0.00089858 0.00083773 0.00077688
  0.00071602 0.00065517 0.00059432 0.00053805 0.         0.        ]
 [0.         0.         0.         0.04290038 0.04130426 0.03976268
  0.0382211  0.03667951 0.03513793 0.03359635 0.03205477 0.03051318
  0.0289716  0.02743002 0.02588844 0.02434686 0.02280527 0.02126369
  0.02003703 0.02       0.02       0.02       0.02       0.02
  0.02       0.02       0.02       0.02       0.         0.        ]
 [0.         0.         0.         0.00199607 0.00193306 0.00187221
  0.00181136 0.00175051 0.00168966 0.0016288  0.00156795 0.0015071
  0.00144625 0.0013854  0.00132454 0.00126369 0.00120284 0.00114199
  0.00108114 0.00102028 0.00095943 0.00089858 0.00083773 0.00077688
  0.00071602 0.00065517 0.00059432 0.00053805 0.         0.        ]
 [0.         0.         0.         0.00199607 0.00193306 0.00187221
  0.00181136 0.00175051 0.00168966 0.0016288  0.00156795 0.0015071
  0.00144625 0.0013854  0.00132454 0.00126369 0.00120284 0.00114199
  0.00108114 0.00102028 0.00095943 0.00089858 0.00083773 0.00077688
  0.00071602 0.00065517 0.00059432 0.00053805 0.         0.        ]
 [0.         0.         0.         0.04290038 0.04130426 0.03976268
  0.0382211  0.03667951 0.03513793 0.03359635 0.03205477 0.03051318
  0.0289716  0.02743002 0.02588844 0.02434686 0.02280527 0.02126369
  0.02003703 0.02       0.02       0.02       0.02       0.02
  0.02       0.02       0.02       0.02       0.         0.        ]
 [0.         0.         0.         0.00199607 0.00193306 0.00187221
  0.00181136 0.00175051 0.00168966 0.0016288  0.00156795 0.0015071
  0.00144625 0.0013854  0.00132454 0.00126369 0.00120284 0.00114199
  0.00108114 0.00102028 0.00095943 0.00089858 0.00083773 0.00077688
  0.00071602 0.00065517 0.00059432 0.00053805 0.         0.        ]]","2D array of the thickness of the layers of the blade structure. The first dimension represents each layer, the second dimension represents each entry along blade span."
rotorse.rs.brs.layer_start_nd,input,,"[[0.         0.         0.         0.         0.         0.
  0.         0.         0.         0.         0.         0.
  0.         0.         0.         0.         0.         0.
  0.         0.         0.         0.         0.         0.
  0.         0.         0.         0.         0.         0.        ]
 [0.         0.         0.         0.         0.         0.
  0.         0.         0.00525852 0.01       0.01       0.01
  0.01       0.01       0.01       0.01       0.01       0.01
  0.01       0.01       0.01       0.01       0.01       0.01
  0.01       0.01       0.01       0.01       0.01       0.01      ]
 [0.1777357  0.18508857 0.19116276 0.20421361 0.22449666 0.2438378
  0.25954851 0.26959385 0.277462   0.27989278 0.28118727 0.2839427
  0.28609138 0.28703043 0.28865601 0.28894279 0.28743778 0.28582096
  0.28346625 0.2803222  0.27617943 0.27113434 0.26544176 0.25916515
  0.2518012  0.2425829  0.23163416 0.22083068 0.22452602 0.16803069]
 [0.68053272 0.67373827 0.67158461 0.66907232 0.66219255 0.65401334
  0.64757396 0.64230909 0.63477645 0.63261312 0.62995665 0.62474037
  0.62043479 0.6170249  0.61149456 0.60745204 0.60492997 0.60167009
  0.59896901 0.59671448 0.59439899 0.59234784 0.59088288 0.58972685
  0.58805499 0.58586203 0.58307044 0.58132012 0.59570974 0.55186471]
 [0.49999933 0.49996543 0.49968074 0.47079051 0.46901746 0.46913966
  0.46965969 0.46895339 0.46769406 0.46668924 0.46502593 0.46304362
  0.46156076 0.45989896 0.45721117 0.45463713 0.4522825  0.44948084
  0.44640861 0.44326688 0.43972037 0.43658667 0.43565496 0.43591142
  0.49683998 0.49683998 0.49683998 0.49683998 0.49683998 0.49683998]
 [0.         0.         0.         0.         0.         0.
  0.         0.         0.         0.         0.         0.
  0.         0.         0.         0.         0.         0.
  0.         0.         0.         0.         0.         0.
  0.         0.         0.         0.         0.         0.        ]
 [1.         1.         1.         0.94693522 0.94444735 0.94366032
  0.94269522 0.94123518 0.93829791 0.93547087 0.93211505 0.92835647
  0.92506666 0.92180554 0.9177272  0.91368566 0.90977455 0.90543043
  0.90090033 0.8960726  0.89064042 0.88469068 0.87836163 0.87150661
  1.         1.         1.         1.         1.         1.        ]
 [0.         0.         0.         0.05306478 0.05555265 0.05633968
  0.05730478 0.05876482 0.06170209 0.06452913 0.06788495 0.07164353
  0.07493334 0.07819446 0.0822728  0.08631434 0.09022545 0.09456957
  0.09909967 0.1039274  0.10935958 0.11530932 0.12163837 0.12849339
  0.         0.         0.         0.         0.         0.        ]
 [0.23283079 0.24055696 0.25054152 0.26789135 0.29115984 0.31144541
  0.32831424 0.34011164 0.35150451 0.35732773 0.36264921 0.36991494
  0.37601139 0.38086378 0.38738337 0.39252    0.39570833 0.39930445
  0.40238586 0.40503508 0.40741092 0.40950552 0.4114078  0.41335721
  0.41553859 0.41778842 0.42045495 0.42191408 0.40700885 0.45010159]
 [0.49999933 0.49996543 0.49968074 0.52739294 0.52827362 0.52923532
  0.53078479 0.53163586 0.53350962 0.53552031 0.53743654 0.53946338
  0.54148966 0.54330638 0.54496882 0.54670576 0.54852298 0.55035505
  0.55211493 0.55411835 0.55620804 0.55793137 0.55809303 0.55776854
  0.49683998 0.49683998 0.49683998 0.49683998 0.49683998 0.49683998]
 [0.7356278  0.72920666 0.73096337 0.73275005 0.72885573 0.72162096
  0.71633969 0.71282687 0.70881896 0.71004807 0.7114186  0.71071261
  0.71035479 0.71085824 0.71022192 0.71102925 0.71320051 0.71515358
  0.71788862 0.72142736 0.72563048 0.73071902 0.73684892 0.74391892
  0.75179237 0.76106755 0.77189124 0.78240352 0.77819257 0.83393561]
 [0.         0.         0.         0.         0.         0.
  0.00414613 0.07368568 0.08       0.08       0.08       0.08
  0.08       0.08       0.08       0.08       0.08       0.08
  0.08       0.08       0.08       0.08       0.08       0.08
  0.08       0.08       0.08       0.08       0.08       0.08      ]
 [0.         0.         0.         0.         0.         0.
  0.         0.         0.         0.         0.         0.
  0.         0.         0.         0.         0.         0.
  0.         0.         0.         0.         0.         0.
  0.         0.         0.         0.         0.         0.        ]
 [0.         0.         0.         0.         0.         0.
  0.         0.         0.         0.         0.         0.
  0.         0.         0.         0.         0.         0.
  0.         0.         0.         0.         0.         0.
  0.         0.         0.         0.         0.         0.        ]
 [0.         0.         0.         0.         0.         0.
  0.         0.         0.         0.         0.         0.
  0.         0.         0.         0.         0.         0.
  0.         0.         0.         0.         0.         0.
  0.         0.         0.         0.         0.         0.        ]
 [0.         0.         0.         0.         0.         0.
  0.         0.         0.         0.         0.         0.
  0.         0.         0.         0.         0.         0.
  0.         0.         0.         0.         0.         0.
  0.         0.         0.         0.         0.         0.        ]
 [0.         0.         0.         0.         0.         0.
  0.         0.         0.         0.         0.         0.
  0.         0.         0.         0.         0.         0.
  0.         0.         0.         0.         0.         0.
  0.         0.         0.         0.         0.         0.        ]
 [0.         0.         0.         0.         0.         0.
  0.         0.         0.         0.         0.         0.
  0.         0.         0.         0.         0.         0.
  0.         0.         0.         0.         0.         0.
  0.         0.         0.         0.         0.         0.        ]]","2D array of the non-dimensional start point defined along the outer profile of a layer. The TE suction side is 0, the TE pressure side is 1. The first dimension represents each layer, the second dimension represents each entry along blade span."
rotorse.rs.brs.layer_end_nd,input,,"[[1.         1.         1.         1.         1.         1.
  1.         1.         1.         1.         1.         1.
  1.         1.         1.         1.         1.         1.
  1.         1.         1.         1.         1.         1.
  1.         1.         1.         1.         1.         1.        ]
 [1.         1.         1.         1.         1.         1.
  1.         1.         0.99474148 0.99       0.99       0.99
  0.99       0.99       0.99       0.99       0.99       0.99
  0.99       0.99       0.99       0.99       0.99       0.99
  0.99       0.99       0.99       0.99       0.99       0.99      ]
 [0.23283079 0.24055696 0.25054152 0.26789135 0.29115984 0.31144541
  0.32831424 0.34011164 0.35150451 0.35732773 0.36264921 0.36991494
  0.37601139 0.38086378 0.38738337 0.39252    0.39570833 0.39930445
  0.40238586 0.40503508 0.40741092 0.40950552 0.4114078  0.41335721
  0.41553859 0.41778842 0.42045495 0.42191408 0.40700885 0.45010159]
 [0.7356278  0.72920666 0.73096337 0.73275005 0.72885573 0.72162096
  0.71633969 0.71282687 0.70881896 0.71004807 0.7114186  0.71071261
  0.71035479 0.71085824 0.71022192 0.71102925 0.71320051 0.71515358
  0.71788862 0.72142736 0.72563048 0.73071902 0.73684892 0.74391892
  0.75179237 0.76106755 0.77189124 0.78240352 0.77819257 0.83393561]
 [0.49999933 0.49996543 0.49968074 0.52739294 0.52827362 0.52923532
  0.53078479 0.53163586 0.53350962 0.53552031 0.53743654 0.53946338
  0.54148966 0.54330638 0.54496882 0.54670576 0.54852298 0.55035505
  0.55211493 0.55411835 0.55620804 0.55793137 0.55809303 0.55776854
  0.49683998 0.49683998 0.49683998 0.49683998 0.49683998 0.49683998]
 [0.         0.         0.         0.05306478 0.05555265 0.05633968
  0.05730478 0.05876482 0.06170209 0.06452913 0.06788495 0.07164353
  0.07493334 0.07819446 0.0822728  0.08631434 0.09022545 0.09456957
  0.09909967 0.1039274  0.10935958 0.11530932 0.12163837 0.12849339
  0.         0.         0.         0.         0.         0.        ]
 [1.         1.         1.         1.         1.         1.
  1.         1.         1.         1.         1.         1.
  1.         1.         1.         1.         1.         1.
  1.         1.         1.         1.         1.         1.
  1.         1.         1.         1.         1.         1.        ]
 [0.1777357  0.18508857 0.19116276 0.20421361 0.22449666 0.2438378
  0.25954851 0.26959385 0.277462   0.27989278 0.28118727 0.2839427
  0.28609138 0.28703043 0.28865601 0.28894279 0.28743778 0.28582096
  0.28346625 0.2803222  0.27617943 0.27113434 0.26544176 0.25916515
  0.2518012  0.2425829  0.23163416 0.22083068 0.22452602 0.16803069]
 [0.49999933 0.49996543 0.49968074 0.47079051 0.46901746 0.46913966
  0.46965969 0.46895339 0.46769406 0.46668924 0.46502593 0.46304362
  0.46156076 0.45989896 0.45721117 0.45463713 0.4522825  0.44948084
  0.44640861 0.44326688 0.43972037 0.43658667 0.43565496 0.43591142
  0.49683998 0.49683998 0.49683998 0.49683998 0.49683998 0.49683998]
 [0.68053272 0.67373827 0.67158461 0.66907232 0.66219255 0.65401334
  0.64757396 0.64230909 0.63477645 0.63261312 0.62995665 0.62474037
  0.62043479 0.6170249  0.61149456 0.60745204 0.60492997 0.60167009
  0.59896901 0.59671448 0.59439899 0.59234784 0.59088288 0.58972685
  0.58805499 0.58586203 0.58307044 0.58132012 0.59570974 0.55186471]
 [1.         1.         1.         0.94693522 0.94444735 0.94366032
  0.94269522 0.94123518 0.93829791 0.93547087 0.93211505 0.92835647
  0.92506666 0.92180554 0.9177272  0.91368566 0.90977455 0.90543043
  0.90090033 0.8960726  0.89064042 0.88469068 0.87836163 0.87150661
  1.         1.         1.         1.         1.         1.        ]
 [1.         1.         1.         1.         1.         1.
  0.99585387 0.92631432 0.92       0.92       0.92       0.92
  0.92       0.92       0.92       0.92       0.92       0.92
  0.92       0.92       0.92       0.92       0.92       0.92
  0.92       0.92       0.92       0.92       0.92       0.92      ]
 [0.         0.         0.         0.         0.         0.
  0.         0.         0.         0.         0.         0.
  0.         0.         0.         0.         0.         0.
  0.         0.         0.         0.         0.         0.
  0.         0.         0.         0.         0.         0.        ]
 [0.         0.         0.         0.         0.         0.
  0.         0.         0.         0.         0.         0.
  0.         0.         0.         0.         0.         0.
  0.         0.         0.         0.         0.         0.
  0.         0.         0.         0.         0.         0.        ]
 [0.         0.         0.         0.         0.         0.
  0.         0.         0.         0.         0.         0.
  0.         0.         0.         0.         0.         0.
  0.         0.         0.         0.         0.         0.
  0.         0.         0.         0.         0.         0.        ]
 [0.         0.         0.         0.         0.         0.
  0.         0.         0.         0.         0.         0.
  0.         0.         0.         0.         0.         0.
  0.         0.         0.         0.         0.         0.
  0.         0.         0.         0.         0.         0.        ]
 [0.         0.         0.         0.         0.         0.
  0.         0.         0.         0.         0.         0.
  0.         0.         0.         0.         0.         0.
  0.         0.         0.         0.         0.         0.
  0.         0.         0.         0.         0.         0.        ]
 [0.         0.         0.         0.         0.         0.
  0.         0.         0.         0.         0.         0.
  0.         0.         0.         0.         0.         0.
  0.         0.         0.         0.         0.         0.
  0.         0.         0.         0.         0.         0.        ]]","2D array of the non-dimensional end point defined along the outer profile of a layer. The TE suction side is 0, the TE pressure side is 1. The first dimension represents each layer, the second dimension represents each entry along blade span."
rotorse.rs.brs.root_M,input,N*m,[ 2.31261405e+07 -1.01645716e+08 -0.00000000e+00],Blade root moment in blade c.s.
rotorse.rs.brs.s_f,input,,[2.5],Safety factor
rotorse.rs.brs.d_f,input,m,[0.03],Diameter of the fastener
rotorse.rs.brs.sigma_max,input,Pa,[6.75e+08],Max stress on bolt
rotorse.rc.blade_length,input,m,[117.14887121],blade length
rotorse.rc.s,input,,"[0.         0.03448276 0.06896552 0.10344828 0.13793103 0.17241379
 0.20689655 0.24137931 0.27586207 0.31034483 0.34482759 0.37931034
 0.4137931  0.44827586 0.48275862 0.51724138 0.55172414 0.5862069
 0.62068966 0.65517241 0.68965517 0.72413793 0.75862069 0.79310345
 0.82758621 0.86206897 0.89655172 0.93103448 0.96551724 1.        ]",blade nondimensional span location
rotorse.rc.chord,input,m,"[5.2        5.22650407 5.31940068 5.45807455 5.60303811 5.71828659
 5.76463061 5.71505311 5.53918229 5.29078046 5.03400569 4.81566004
 4.62323753 4.43204022 4.24519817 4.06576739 3.89604023 3.73508417
 3.57920635 3.42458014 3.26794659 3.11185969 2.95714018 2.80002199
 2.63678999 2.46413177 2.28345025 2.09568171 1.90248511 0.5       ]",Chord distribution
rotorse.rc.coord_xy_interp,input,,"[[[ 1.00000000e+00 -5.22829393e-16]
  [ 9.99429684e-01 -2.22597407e-02]
  [ 9.98063018e-01 -4.44580349e-02]
  ...
  [ 9.98120489e-01  4.38394581e-02]
  [ 9.99443038e-01  2.19496514e-02]
  [ 1.00000000e+00 -5.26828685e-16]]

 [[ 1.00000000e+00  1.60273967e-05]
  [ 9.99119395e-01 -2.22327527e-02]
  [ 9.96373964e-01 -4.41439934e-02]
  ...
  [ 9.97194605e-01  4.38444411e-02]
  [ 9.99427080e-01  2.18389134e-02]
  [ 1.00000000e+00  1.60273967e-05]]

 [[ 1.00000000e+00  1.18124776e-04]
  [ 9.95884445e-01 -2.12086293e-02]
  [ 9.83115257e-01 -4.00231086e-02]
  ...
  [ 9.89037485e-01  4.30329377e-02]
  [ 9.98106884e-01  2.10433601e-02]
  [ 1.00000000e+00  1.18124776e-04]]

 ...

 [[ 1.00000000e+00 -3.71663624e-04]
  [ 9.76017568e-01  2.09740027e-03]
  [ 9.52031329e-01  3.99388323e-03]
  ...
  [ 9.52381403e-01  9.07315534e-03]
  [ 9.76165313e-01  4.93304949e-03]
  [ 1.00000000e+00  9.38336381e-04]]

 [[ 1.00000000e+00 -3.71663624e-04]
  [ 9.76017568e-01  2.09740027e-03]
  [ 9.52031329e-01  3.99388323e-03]
  ...
  [ 9.52381403e-01  9.07315534e-03]
  [ 9.76165313e-01  4.93304949e-03]
  [ 1.00000000e+00  9.38336381e-04]]

 [[ 1.00000000e+00 -3.71663624e-04]
  [ 9.76017568e-01  2.09740027e-03]
  [ 9.52031329e-01  3.99388323e-03]
  ...
  [ 9.52381403e-01  9.07315534e-03]
  [ 9.76165313e-01  4.93304949e-03]
  [ 1.00000000e+00  9.38336381e-04]]]",3D array of the non-dimensional x and y airfoil coordinates of the airfoils interpolated along span for n_span stations.
rotorse.rc.web_start_nd,input,,"[[0.20528324 0.21282277 0.22085214 0.26086772 0.28383167 0.30408593
  0.3208162  0.33235346 0.34332384 0.34884521 0.35371039 0.36050438
  0.36615051 0.37069556 0.37676675 0.3813699  0.38392907 0.38686324
  0.38940988 0.39148571 0.39314447 0.39437636 0.39536244 0.39637487
  0.3974933  0.39848126 0.39975476 0.4017103  0.40430554 0.30906614]
 [0.20528324 0.21282277 0.22085214 0.21121639 0.23187802 0.25133756
  0.26717592 0.27740394 0.28566734 0.28841293 0.29020162 0.29345507
  0.29603806 0.29739568 0.29953655 0.30038328 0.29938861 0.29833409
  0.29652794 0.29408898 0.2906528  0.28632248 0.28134822 0.27584199
  0.26936868 0.26121164 0.25139875 0.2397734  0.22557896 0.30906614]]","2D array of the non-dimensional start point defined along the outer profile of a web. The TE suction side is 0, the TE pressure side is 1. The first dimension represents each web, the second dimension represents each entry along blade span."
