variables,units,values,description
towerse.post.global_buckling,,"[0.73651622 0.72539583 0.71277483 0.73759996 0.72065633 0.70161323
 0.72081578 0.69545433 0.66711279 0.67576423 0.63817959 0.59645018
 0.58701084 0.53276318 0.47480557 0.43080517 0.39452071 0.43401282]",Global buckling constraint.  Should be < 1 for feasibility.  Includes safety factors
towerse.post.turbine_F,N,[0. 0. 0.],Total force on tower+rna
towerse.post.turbine_M,N*m,[0. 0. 0.],Total x-moment on tower+rna measured at base
tcons.constr_tower_f_NPmargin,,[-0.22963213],constraint on tower frequency such that ratio of 3P/f is above or below gamma with constraint <= 0
tcons.constr_tower_f_1Pmargin,,[-0.10545272],constraint on tower frequency such that ratio of 1P/f is above or below gamma with constraint <= 0
tcons.tip_deflection_ratio,,[0.56445746],
tcons.blade_tip_tower_clearance,m,[10.53467527],
landbosse.bos_capex,USD,[93340929.],Total BOS CAPEX not including commissioning or decommissioning.
landbosse.bos_capex_kW,USD/kW,[156.],Total BOS CAPEX per kW not including commissioning or decommissioning.
landbosse.total_capex,USD,[1.08275478e+08],Total BOS CAPEX including commissioning and decommissioning.
landbosse.total_capex_kW,USD/kW,[180.],Total BOS CAPEX per kW including commissioning and decommissioning.
landbosse.installation_capex,USD,[27334033.],Total foundation and erection installation cost.
landbosse.installation_capex_kW,USD,[46.],Total foundation and erection installation cost per kW.
landbosse.installation_time_months,,[10.],Total balance of system installation time (months).
landbosse.landbosse_costs_by_module_type_operation,Unavailable,"[{'Module': 'FoundationCost', 'Type of cost': 'Equipment rental', 'Cost / kW': 0.6969349529969021, 'Cost / project': 418160.97179814125, 'Cost / turbine': 3484.6747649845106, 'Number of turbines': 120, 'Rotor diameter (m)': 126.0, 'Turbine rating (MW)': 5.0, 'Project ID with serial': 'WISDEM'}, {'Module': 'FoundationCost', 'Type of cost': 'Labor', 'Cost / kW': 7.877380606237849, 'Cost / project': 4726428.363742709, 'Cost / turbine': 39386.90303118924, 'Number of turbines': 120, 'Rotor diameter (m)': 126.0, 'Turbine rating (MW)': 5.0, 'Project ID with serial': 'WISDEM'}, {'Module': 'FoundationCost', 'Type of cost': 'Materials', 'Cost / kW': 12.680128739574458, 'Cost / project': 7608077.243744675, 'Cost / turbine': 63400.64369787229, 'Number of turbines': 120, 'Rotor diameter (m)': 126.0, 'Turbine rating (MW)': 5.0, 'Project ID with serial': 'WISDEM'}, {'Module': 'FoundationCost', 'Type of cost': 'Mobilization', 'Cost / kW': 1.0627222149404605, 'Cost / project': 637633.3289642762, 'Cost / turbine': 5313.611074702302, 'Number of turbines': 120, 'Rotor diameter (m)': 126.0, 'Turbine rating (MW)': 5.0, 'Project ID with serial': 'WISDEM'}, {'Module': 'SitePreparationCost', 'Type of cost': 'Materials', 'Cost / kW': 3.5465728120949693, 'Cost / project': 2127943.6872569816, 'Cost / turbine': 17732.864060474847, 'Number of turbines': 120, 'Rotor diameter (m)': 126.0, 'Turbine rating (MW)': 5.0, 'Project ID with serial': 'WISDEM'}, {'Module': 'SitePreparationCost', 'Type of cost': 'Equipment rental', 'Cost / kW': 1.9304546506136617, 'Cost / project': 1158272.790368197, 'Cost / turbine': 9652.273253068308, 'Number of turbines': 120, 'Rotor diameter (m)': 126.0, 'Turbine rating (MW)': 5.0, 'Project ID with serial': 'WISDEM'}, {'Module': 'SitePreparationCost', 'Type of cost': 'Labor', 'Cost / kW': 2.211946610216924, 'Cost / project': 1327167.9661301542, 'Cost / turbine': 11059.733051084619, 'Number of turbines': 120, 'Rotor diameter (m)': 126.0, 'Turbine rating (MW)': 5.0, 'Project ID with serial': 'WISDEM'}, {'Module': 'SitePreparationCost', 'Type of cost': 'Other', 'Cost / kW': 2.6538990600000005, 'Cost / project': 1592339.4360000002, 'Cost / turbine': 13269.495300000002, 'Number of turbines': 120, 'Rotor diameter (m)': 126.0, 'Turbine rating (MW)': 5.0, 'Project ID with serial': 'WISDEM'}, {'Module': 'SitePreparationCost', 'Type of cost': 'Mobilization', 'Cost / kW': 0.2746032816791735, 'Cost / project': 164761.9690075041, 'Cost / turbine': 1373.0164083958675, 'Number of turbines': 120, 'Rotor diameter (m)': 126.0, 'Turbine rating (MW)': 5.0, 'Project ID with serial': 'WISDEM'}, {'Module': 'SubstationCost', 'Type of cost': 'Other', 'Cost / kW': 16.911599000804763, 'Cost / project': 10146959.400482858, 'Cost / turbine': 84557.99500402382, 'Number of turbines': 120, 'Rotor diameter (m)': 126.0, 'Turbine rating (MW)': 5.0, 'Project ID with serial': 'WISDEM'}, {'Module': 'GridConnectionCost', 'Type of cost': 'Other', 'Cost / kW': 6.794429688199228, 'Cost / project': 4076657.812919537, 'Cost / turbine': 33972.14844099614, 'Number of turbines': 120, 'Rotor diameter (m)': 126.0, 'Turbine rating (MW)': 5.0, 'Project ID with serial': 'WISDEM'}, {'Module': 'CollectionCost', 'Type of cost': 'Equipment rental', 'Cost / kW': 3.7929185360104474, 'Cost / project': 2275751.1216062685, 'Cost / turbine': 18964.592680052236, 'Number of turbines': 120, 'Rotor diameter (m)': 126.0, 'Turbine rating (MW)': 5.0, 'Project ID with serial': 'WISDEM'}, {'Module': 'CollectionCost', 'Type of cost': 'Labor', 'Cost / kW': 7.252106955526823, 'Cost / project': 4351264.173316094, 'Cost / turbine': 36260.534777634115, 'Number of turbines': 120, 'Rotor diameter (m)': 126.0, 'Turbine rating (MW)': 5.0, 'Project ID with serial': 'WISDEM'}, {'Module': 'CollectionCost', 'Type of cost': 'Materials', 'Cost / kW': 27.855440030303516, 'Cost / project': 16713264.01818211, 'Cost / turbine': 139277.20015151758, 'Number of turbines': 120, 'Rotor diameter (m)': 126.0, 'Turbine rating (MW)': 5.0, 'Project ID with serial': 'WISDEM'}, {'Module': 'CollectionCost', 'Type of cost': 'Mobilization', 'Cost / kW': 1.9450232760920394, 'Cost / project': 1167013.9656552237, 'Cost / turbine': 9725.116380460198, 'Number of turbines': 120, 'Rotor diameter (m)': 126.0, 'Turbine rating (MW)': 5.0, 'Project ID with serial': 'WISDEM'}, {'Module': 'DevelopmentCost', 'Type of cost': 'Equipment rental', 'Cost / kW': 0.0, 'Cost / project': 0.0, 'Cost / turbine': 0.0, 'Number of turbines': 120, 'Rotor diameter (m)': 126.0, 'Turbine rating (MW)': 5.0, 'Project ID with serial': 'WISDEM'}, {'Module': 'DevelopmentCost', 'Type of cost': 'Labor', 'Cost / kW': 1.6666666666666667, 'Cost / project': 1000000.0, 'Cost / turbine': 8333.333333333334, 'Number of turbines': 120, 'Rotor diameter (m)': 126.0, 'Turbine rating (MW)': 5.0, 'Project ID with serial': 'WISDEM'}, {'Module': 'DevelopmentCost', 'Type of cost': 'Materials', 'Cost / kW': 0.0, 'Cost / project': 0.0, 'Cost / turbine': 0.0, 'Number of turbines': 120, 'Rotor diameter (m)': 126.0, 'Turbine rating (MW)': 5.0, 'Project ID with serial': 'WISDEM'}, {'Module': 'DevelopmentCost', 'Type of cost': 'Mobilization', 'Cost / kW': 0.0, 'Cost / project': 0.0, 'Cost / turbine': 0.0, 'Number of turbines': 120, 'Rotor diameter (m)': 126.0, 'Turbine rating (MW)': 5.0, 'Project ID with serial': 'WISDEM'}, {'Module': 'DevelopmentCost', 'Type of cost': 'Other', 'Cost / kW': 0.0, 'Cost / project': 0.0, 'Cost / turbine': 0.0, 'Number of turbines': 120, 'Rotor diameter (m)': 126.0, 'Turbine rating (MW)': 5.0, 'Project ID with serial': 'WISDEM'}, {'Module': 'ErectionCost', 'Type of cost': 'Equipment rental', 'Cost / kW': 4.084863716928933, 'Cost / project': 2450918.2301573595, 'Cost / turbine': 20424.31858464466, 'Number of turbines': 120, 'Rotor diameter (m)': 126.0, 'Turbine rating (MW)': 5.0, 'Project ID with serial': 'WISDEM'}, {'Module': 'ErectionCost', 'Type of cost': 'Fuel', 'Cost / kW': 0.12622, 'Cost / project': 75732.0, 'Cost / turbine': 631.1, 'Number of turbines': 120, 'Rotor diameter (m)': 126.0, 'Turbine rating (MW)': 5.0, 'Project ID with serial': 'WISDEM'}, {'Module': 'ErectionCost', 'Type of cost': 'Labor', 'Cost / kW': 16.213535091888573, 'Cost / project': 9728121.055133143, 'Cost / turbine': 81067.67545944286, 'Number of turbines': 120, 'Rotor diameter (m)': 126.0, 'Turbine rating (MW)': 5.0, 'Project ID with serial': 'WISDEM'}, {'Module': 'ErectionCost', 'Type of cost': 'Mobilization', 'Cost / kW': 2.8149366666666666, 'Cost / project': 1688962.0, 'Cost / turbine': 14074.683333333332, 'Number of turbines': 120, 'Rotor diameter (m)': 126.0, 'Turbine rating (MW)': 5.0, 'Project ID with serial': 'WISDEM'}, {'Module': 'ErectionCost', 'Type of cost': 'Other', 'Cost / kW': 0.0, 'Cost / project': 0.0, 'Cost / turbine': 0.0, 'Number of turbines': 120, 'Rotor diameter (m)': 126.0, 'Turbine rating (MW)': 5.0, 'Project ID with serial': 'WISDEM'}, {'Module': 'ErectionCost', 'Type of cost': 'Materials', 'Cost / kW': 0.0, 'Cost / project': 0.0, 'Cost / turbine': 0.0, 'Number of turbines': 120, 'Rotor diameter (m)': 126.0, 'Turbine rating (MW)': 5.0, 'Project ID with serial': 'WISDEM'}, {'Module': 'ManagementCost', 'Type of cost': 'insurance', 'Cost / kW': 0.6853973423216756, 'Cost / project': 411238.40539300535, 'Cost / turbine': 3426.986711608378, 'Number of turbines': 120, 'Rotor diameter (m)': 126.0, 'Turbine rating (MW)': 5.0, 'Project ID with serial': 'WISDEM'}, {'Module': 'ManagementCost', 'Type of cost': 'Construction Permitting', 'Cost / kW': 0.7796766636083268, 'Cost / project': 467805.99816499604, 'Cost / turbine': 3898.3833180416336, 'Number of turbines': 120, 'Rotor diameter (m)': 126.0, 'Turbine rating (MW)': 5.0, 'Project ID with serial': 'WISDEM'}, {'Module': 'ManagementCost', 'Type of cost': 'Project Management', 'Cost / kW': 3.5891824788738926, 'Cost / project': 2153509.4873243356, 'Cost / turbine': 17945.912394369465, 'Number of turbines': 120, 'Rotor diameter (m)': 126.0, 'Turbine rating (MW)': 5.0, 'Project ID with serial': 'WISDEM'}, {'Module': 'ManagementCost', 'Type of cost': 'Bonding', 'Cost / kW': 1.2239238255744207, 'Cost / project': 734354.2953446524, 'Cost / turbine': 6119.6191278721035, 'Number of turbines': 120, 'Rotor diameter (m)': 126.0, 'Turbine rating (MW)': 5.0, 'Project ID with serial': 'WISDEM'}, {'Module': 'ManagementCost', 'Type of cost': 'Markup Contingency', 'Cost / kW': 15.935488208978954, 'Cost / project': 9561292.925387373, 'Cost / turbine': 79677.44104489477, 'Number of turbines': 120, 'Rotor diameter (m)': 126.0, 'Turbine rating (MW)': 5.0, 'Project ID with serial': 'WISDEM'}, {'Module': 'ManagementCost', 'Type of cost': 'Engineering Foundation and Collections System (includes met mast)', 'Cost / kW': 7.80445, 'Cost / project': 4682670.0, 'Cost / turbine': 39022.25, 'Number of turbines': 120, 'Rotor diameter (m)': 126.0, 'Turbine rating (MW)': 5.0, 'Project ID with serial': 'WISDEM'}, {'Module': 'ManagementCost', 'Type of cost': 'Site Facility', 'Cost / kW': 3.15771465, 'Cost / project': 1894628.79, 'Cost / turbine': 15788.57325, 'Number of turbines': 120, 'Rotor diameter (m)': 126.0, 'Turbine rating (MW)': 5.0, 'Project ID with serial': 'WISDEM'}]","The costs by module, type and operation"
